platform,key,zh,en,status,finding_id,notes
web,admin.predictionHealth.authority.preview,Preview,Preview,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.previewWithOutcomeOk,带 outcome 的 PREVIEW = 0,PREVIEW rows with outcome labels = 0,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.previewWithOutcomeViolated,带 outcome 的 PREVIEW = {count} (需排查),PREVIEW rows with outcome labels = {count} (investigate),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.resultNullOk,Result NULL 数 = 0,Result NULL count = 0,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.resultNullViolated,Result NULL 数 = {count} (违反),Result NULL count = {count} (violation),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.resultsTable,PredictionResult 表,PredictionResult,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.snapshotNullOk,Snapshot NULL 数 = 0,Snapshot NULL count = 0,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.snapshotNullViolated,Snapshot NULL 数 = {count} (违反),Snapshot NULL count = {count} (violation),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.snapshotsTable,PredictionSnapshot 表,PredictionSnapshot,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.subtitle,每一条 PredictionResult / PredictionSnapshot 都必须声明 AUTHORITATIVE (完整管线) 或 PREVIEW (快速评分)。出现 NULL 说明有写入者绕过了约束。,Every PredictionResult / PredictionSnapshot row must declare AUTHORITATIVE (full pipeline) or PREVIEW (quick-match). Any NULL = a writer bypassed enforcement.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.title,Authority 分布,Authority Distribution,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.authority.total,总计,Total,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.description,Authority 分布、Teacher 数据存量、ML 训练就绪度。,"Authority distribution, teacher data inventory, and ML training readiness.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.admissionCases,录取案例,Admission cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesApproved,可用于 teacher,Approved for teacher,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesByResult,按结果分,By result,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesTotal,总数,Total,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesVerified,已验证,Verified,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesWithGpa11,有 11 年级 GPA,With Grade 11 GPA,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.casesWithTestScores,有结构化成绩,With structured test scores,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.cohortPriors,Cohort × round 先验,Cohort × round priors,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.distinctKeys,不同的 metric key,Distinct metric keys,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.regimeSignals,Cohort regime 信号,Cohort regime signals,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.relationshipSignals,Relationship 信号,Relationship signals,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolCalibrations,学校校准,School calibrations,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolMetrics,学校指标 (IPEDS 趋势),School metrics (IPEDS trend),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolPrograms,专业级数据,School programs (major-level),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schools,学校,Schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolsTotal,学校总数,Total schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolsWithAdmitRate,有录取率,With admit rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.schoolsWithSat,有 SAT 均分,With SAT avg,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.scorecardReady,Scorecard 可用 (两者齐),Scorecard-ready (both),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.subtitle,所有喂给 prediction teacher 的表的行数。稀疏 / 空表意味着对应 teacher 没有信号输入。,Row counts across every table that feeds a prediction teacher. Sparse / empty tables mean the corresponding teacher has no signal.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.teacherSignals,Teacher 信号表,Teacher signal tables,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.title,Teacher 数据存量,Teacher Data Inventory,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.inventory.withAcceptanceRate,有专业录取率估算,With acceptance rate estimate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.lastUpdated,最近更新,Last updated,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.loadFailed,加载失败 — 检查 SYSTEM_CALIBRATION 权限。,Failed to load — check SYSTEM_CALIBRATION permission.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.loading,加载中…,Loading…,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.refresh,刷新全部,Refresh all,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.title,预测数据健康,Prediction Data Health,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.approvedCases,已批准 AdmissionCase,Approved AdmissionCase rows,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.atLeast10,≥10 样本,≥10 samples,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.atLeast100,≥100 样本,≥100 samples,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.atLeast20,≥20 样本,≥20 samples,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.atLeast50,≥50 样本,≥50 samples,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.currentTier,当前 tier,Current tier,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.nextTier,下一 tier,Next tier,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.perSchoolCoverage,按学校覆盖,Per-school coverage,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.recommendation,建议下一步,Recommended next action,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.samplesNeeded,还需样本,Samples needed,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.schoolsWithSamples,{count} 所学校有任意样本,{count} schools with any sample,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
web,admin.predictionHealth.training.subtitle,"Verified outcome labels + 已批准 AdmissionCase, 对照各 tier 门槛。","Verified outcome labels + approved AdmissionCase rows, compared against tier thresholds.",已检查,,zh/en values present; no confirmed translation-quality issue recorded.
